1963,,Menzies VI (LIB),,350,,12,,,12,100.0,0.0,0.0,100.0,50.8,,,50.8,2,,,LIB,conserv1,right,36.9,CNT,agrarian,right,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1963-12-17,Menzies VII (LIB),,15,1,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,1963-11-30,1963-12-17,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,,Menzies VII (LIB),,0,,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,,,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,,Menzies VII (LIB),,366,,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,,,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,Menzies VII (LIB),,0,,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,,,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,Menzies VII (LIB),,365,,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,,,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,Menzies VII (LIB),,25,,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,,,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1966-01-26,Holt I (LIB),,322,2,12,,,12,100.0,0.0,0.0,100.0,59.0,,,59.0,2,,1966-01-23,LIB,conserv1,right,42.6,CNT,agrarian,right,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1966-12-14,Holt II (LIB),,18,1,12,,,12,100.0,0.0,0.0,100.0,66.1,,,66.1,2,1966-11-26,1966-12-14,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,Holt II (LIB),,351,,12,,,12,100.0,0.0,0.0,100.0,66.1,,,66.1,2,,,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,1967-12-18,McEwen I (CNT),,14,3,11,,,11,100.0,0.0,0.0,100.0,66.1,,,66.1,2,,1967-12-18,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,McEwen I (CNT),,9,,11,,,11,100.0,0.0,0.0,100.0,66.1,,,66.1,2,,,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1968-01-10,Gorton I (LIB),,49,2,12,,,12,100.0,0.0,0.0,100.0,66.1,,,66.1,2,,1968-01-10,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1968-02-28,Gorton I (LIB),,308,0,12,,,12,100.0,0.0,0.0,100.0,66.1,,,66.1,2,,,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,,Gorton I (LIB),,314,,12,,,12,100.0,0.0,0.0,100.0,66.1,,,66.1,2,,,LIB,conserv1,right,49.2,CNT,agrarian,right,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,1969-11-11,Gorton II (LIB),,51,1,13,,,13,100.0,0.0,0.0,100.0,52.8,,,52.8,2,1969-10-25,1969-11-11,LIB,conserv1,right,36.8,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,Gorton II (LIB),,0,,13,,,13,100.0,0.0,0.0,100.0,52.8,,,52.8,2,,,LIB,conserv1,right,36.8,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,Gorton II (LIB),,365,,13,,,13,100.0,0.0,0.0,100.0,52.8,,,52.8,2,,,LIB,conserv1,right,36.8,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,,Gorton II (LIB),,79,,13,,,13,100.0,0.0,0.0,100.0,52.8,,,52.8,2,,,LIB,conserv1,right,36.8,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1971-03-21,McMahon I (LIB),,286,2,13,,,13,100.0,0.0,0.0,100.0,52.8,,,52.8,2,,1971-03-21,LIB,conserv1,right,36.8,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,,McMahon I (LIB),,353,,13,,,13,100.0,0.0,0.0,100.0,52.8,,,52.8,2,,,LIB,conserv1,right,36.8,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,1972-12-19,Whitlam I (ALP),,13,1,,,27,27,0.0,0.0,100.0,100.0,,,53.6,53.6,1,1972-12-02,1972-12-19,ALP,social1,left,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,Whitlam I (ALP),,0,,,,27,27,0.0,0.0,100.0,100.0,,,53.6,53.6,1,,,ALP,social1,left,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,Whitlam I (ALP),,365,,,,27,27,0.0,0.0,100.0,100.0,,,53.6,53.6,1,,,ALP,social1,left,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,,Whitlam I (ALP),,162,,,,27,27,0.0,0.0,100.0,100.0,,,53.6,53.6,1,,,ALP,social1,left,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,1974-06-12,Whitlam II (ALP),,203,1,,,27,27,0.0,0.0,100.0,100.0,,,52.0,52.0,1,1974-05-18,1974-06-12,ALP,social1,left,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,,Whitlam II (ALP),,315,,,,27,27,0.0,0.0,100.0,100.0,,,52.0,52.0,1,,,ALP,social1,left,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1975-11-12,Fraser I (LIB),,36,6,15,,,15,100.0,0.0,0.0,100.0,48.0,,,48.0,5,,1975-11-12,LIB,conserv1,right,31.5,CNT,agrarian,right,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1975-12-18,Fraser II (LIB),,14,1,12,,,12,100.0,0.0,0.0,100.0,71.6,,,71.6,2,1975-12-13,1975-12-18,LIB,conserv1,right,53.5,CNT,agrarian,right,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,,Fraser II (LIB),,0,,12,,,12,100.0,0.0,0.0,100.0,71.6,,,71.6,2,,,LIB,conserv1,right,53.5,CNT,agrarian,right,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,,Fraser II (LIB),,366,,12,,,12,100.0,0.0,0.0,100.0,71.6,,,71.6,2,,,LIB,conserv1,right,53.5,CNT,agrarian,right,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,,Fraser II (LIB),,353,,12,,,12,100.0,0.0,0.0,100.0,71.6,,,71.6,2,,,LIB,conserv1,right,53.5,CNT,agrarian,right,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,1977-12-20,Fraser III (LIB),,12,1,14,,,14,100.0,0.0,0.0,100.0,69.3,,,69.3,3,1977-12-10,1977-12-20,LIB,conserv1,right,54,CNT,agrarian,right,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,,Fraser III (LIB),,0,,14,,,14,100.0,0.0,0.0,100.0,69.3,,,69.3,3,,,LIB,conserv1,right,54,CNT,agrarian,right,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,,Fraser III (LIB),,365,,14,,,14,100.0,0.0,0.0,100.0,69.3,,,69.3,3,,,LIB,conserv1,right,54,CNT,agrarian,right,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,Fraser III (LIB),,0,,14,,,14,100.0,0.0,0.0,100.0,69.3,,,69.3,3,,,LIB,conserv1,right,54,CNT,agrarian,right,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,Fraser III (LIB),,365,,14,,,14,100.0,0.0,0.0,100.0,69.3,,,69.3,3,,,LIB,conserv1,right,54,CNT,agrarian,right,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,,Fraser III (LIB),,306,,14,,,14,100.0,0.0,0.0,100.0,69.3,,,69.3,3,,,LIB,conserv1,right,54,CNT,agrarian,right,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,1980-11-02,Fraser IV (LIB),,60,1,14,,,14,100.0,0.0,0.0,100.0,59.2,,,59.2,2,1980-10-18,1980-11-02,LIB,conserv1,right,43.2,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,Fraser IV (LIB),,0,,14,,,14,100.0,0.0,0.0,100.0,59.2,,,59.2,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,Fraser IV (LIB),,365,,14,,,14,100.0,0.0,0.0,100.0,59.2,,,59.2,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,Fraser IV (LIB),,0,,14,,,14,100.0,0.0,0.0,100.0,59.2,,,59.2,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,Fraser IV (LIB),,365,,14,,,14,100.0,0.0,0.0,100.0,59.2,,,59.2,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,Fraser IV (LIB),,69,,14,,,14,100.0,0.0,0.0,100.0,59.2,,,59.2,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1983-03-11,Hawke I (ALP),,296,1,,,13,13,0.0,0.0,100.0,100.0,,,60.0,60.0,1,1983-03-05,1983-03-11,ALP,social1,left,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,Hawke I (ALP),,347,,,,13,13,0.0,0.0,100.0,100.0,,,60.0,60.0,1,,,ALP,social1,left,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1984-12-13,Hawke II (ALP),,19,1,,,17,17,0.0,0.0,100.0,100.0,,,55.4,55.4,1,1984-12-01,1984-12-13,ALP,social1,left,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,Hawke II (ALP),,0,,,,17,17,0.0,0.0,100.0,100.0,,,55.4,55.4,1,,,ALP,social1,left,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,Hawke II (ALP),,365,,,,17,17,0.0,0.0,100.0,100.0,,,55.4,55.4,1,,,ALP,social1,left,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,,Hawke II (ALP),,0,,,,17,17,0.0,0.0,100.0,100.0,,,55.4,55.4,1,,,ALP,social1,left,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,,Hawke II (ALP),,365,,,,17,17,0.0,0.0,100.0,100.0,,,55.4,55.4,1,,,ALP,social1,left,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,Hawke II (ALP),,202,,,,17,17,0.0,0.0,100.0,100.0,,,55.4,55.4,1,,,ALP,social1,left,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1987-07-22,Hawke III (ALP),,163,1,,,16,16,0.0,0.0,100.0,100.0,,,58.1,58.1,1,1987-07-11,1987-07-22,ALP,social1,left,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,Hawke III (ALP),,0,,,,16,16,0.0,0.0,100.0,100.0,,,58.1,58.1,1,,,ALP,social1,left,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,Hawke III (ALP),,366,,,,16,16,0.0,0.0,100.0,100.0,,,58.1,58.1,1,,,ALP,social1,left,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,Hawke III (ALP),,0,,,,16,16,0.0,0.0,100.0,100.0,,,58.1,58.1,1,,,ALP,social1,left,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,Hawke III (ALP),,365,,,,16,16,0.0,0.0,100.0,100.0,,,58.1,58.1,1,,,ALP,social1,left,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,Hawke III (ALP),,93,,,,16,16,0.0,0.0,100.0,100.0,,,58.1,58.1,1,,,ALP,social1,left,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1990-04-04,Hawke IV (ALP),,272,1,,,17,17,0.0,0.0,100.0,100.0,,,52.7,52.7,1,1990-03-24,1990-04-04,ALP,social1,left,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,Hawke IV (ALP),,360,,,,17,17,0.0,0.0,100.0,100.0,,,52.7,52.7,1,,,ALP,social1,left,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1991-12-27,Keating I (ALP),,5,2,,,18,18,0.0,0.0,100.0,100.0,,,52.7,52.7,1,,1991-12-27,ALP,social1,left,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,Keating I (ALP),,0,,,,19,19,0.0,0.0,100.0,100.0,,,52.7,52.7,1,,,ALP,social1,left,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,Keating I (ALP),,366,,,,19,19,0.0,0.0,100.0,100.0,,,52.7,52.7,1,,,ALP,social1,left,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,,Keating I (ALP),,357,,,,19,19,0.0,0.0,100.0,100.0,,,52.7,52.7,1,,,ALP,social1,left,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1993-12-24,Keating II (ALP),,8,1,,,18,18,0.0,0.0,100.0,100.0,,,54.4,54.4,1,1993-03-13,1993-12-24,ALP,social1,left,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,Keating II (ALP),,0,,,,17,17,0.0,0.0,100.0,100.0,,,54.4,54.4,1,,,ALP,social1,left,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,Keating II (ALP),,365,,,,17,17,0.0,0.0,100.0,100.0,,,54.4,54.4,1,,,ALP,social1,left,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,Keating II (ALP),,0,,,,17,17,0.0,0.0,100.0,100.0,,,54.4,54.4,1,,,ALP,social1,left,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,Keating II (ALP),,365,,,,17,17,0.0,0.0,100.0,100.0,,,54.4,54.4,1,,,ALP,social1,left,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,Keating II (ALP),,70,,,,17,17,0.0,0.0,100.0,100.0,,,54.4,54.4,1,,,ALP,social1,left,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1996-03-11,Howard I (LIB),,296,1,15,,,15,100.0,0.0,0.0,100.0,63.5,,,63.5,3,1996-03-02,1996-03-11,LIB,conserv1,right,51.3,CNT,agrarian,right,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,Howard I (LIB),,0,,16,,,16,100.0,0.0,0.0,100.0,63.5,,,63.5,3,,,LIB,conserv1,right,51.3,CNT,agrarian,right,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,Howard I (LIB),,365,,16,,,16,100.0,0.0,0.0,100.0,63.5,,,63.5,3,,,LIB,conserv1,right,51.3,CNT,agrarian,right,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,,Howard I (LIB),,293,,16,,,16,100.0,0.0,0.0,100.0,63.5,,,63.5,3,,,LIB,conserv1,right,51.3,CNT,agrarian,right,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1998-10-21,Howard II (LIB),,72,1,16,,,16,100.0,0.0,0.0,100.0,54.0,,,54.0,2,1998-10-03,1998-10-21,LIB,conserv1,right,43.2,CNT,agrarian,right,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,Howard II (LIB),,0,,16,,,16,100.0,0.0,0.0,100.0,54.0,,,54.0,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,Howard II (LIB),,365,,16,,,16,100.0,0.0,0.0,100.0,54.0,,,54.0,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,Howard II (LIB),,0,,16,,,16,100.0,0.0,0.0,100.0,54.0,,,54.0,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,Howard II (LIB),,366,,16,,,16,100.0,0.0,0.0,100.0,54.0,,,54.0,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,Howard II (LIB),,329,,16,,,16,100.0,0.0,0.0,100.0,54.0,,,54.0,2,,,LIB,conserv1,right,43.2,CNT,agrarian,right,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2001-11-26,Howard III (LIB),,36,1,16,,,16,100.0,0.0,0.0,100.0,54.7,,,54.7,2,2001-11-10,2001-11-26,LIB,conserv1,right,46,CNT,agrarian,right,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,Howard III (LIB),,0,,16,,,16,100.0,0.0,0.0,100.0,54.7,,,54.7,2,,,LIB,conserv1,right,46,CNT,agrarian,right,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,Howard III (LIB),,365,,16,,,16,100.0,0.0,0.0,100.0,54.7,,,54.7,2,,,LIB,conserv1,right,46,CNT,agrarian,right,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,Howard III (LIB),,0,,16,,,16,100.0,0.0,0.0,100.0,54.7,,,54.7,2,,,LIB,conserv1,right,46,CNT,agrarian,right,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,Howard III (LIB),,365,,16,,,16,100.0,0.0,0.0,100.0,54.7,,,54.7,2,,,LIB,conserv1,right,46,CNT,agrarian,right,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,Howard III (LIB),,299,,17,,,17,100.0,0.0,0.0,100.0,54.7,,,54.7,2,,,LIB,conserv1,right,46,CNT,agrarian,right,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2004-10-26,Howard IV (LIB),,67,1,17,,,17,100.0,0.0,0.0,100.0,58.0,,,58.0,2,2004-10-09,2004-10-26,LIB,conserv1,right,50,CNT,agrarian,right,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,Howard IV (LIB),,0,,17,,,17,100.0,0.0,0.0,100.0,58.0,,,58.0,2,,,LIB,conserv1,right,50,CNT,agrarian,right,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,Howard IV (LIB),,365,,17,,,17,100.0,0.0,0.0,100.0,58.0,,,58.0,2,,,LIB,conserv1,right,50,CNT,agrarian,right,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,Howard IV (LIB),,0,,17,,,17,100.0,0.0,0.0,100.0,58.0,,,58.0,2,,,LIB,conserv1,right,50,CNT,agrarian,right,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,Howard IV (LIB),,365,,17,,,17,100.0,0.0,0.0,100.0,58.0,,,58.0,2,,,LIB,conserv1,right,50,CNT,agrarian,right,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,Howard IV (LIB),,336,,17,,,17,100.0,0.0,0.0,100.0,58.0,,,58.0,2,,,LIB,conserv1,right,50,CNT,agrarian,right,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2007-12-03,Rudd I (ALP),,29,1,,,20,20,0.0,0.0,100.0,100.0,,,55.3,55.3,1,2007-11-24,2007-12-03,ALP,social1,left,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,Rudd I (ALP),,0,,,,20,20,0.0,0.0,100.0,100.0,,,55.3,55.3,1,,,ALP,social1,left,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,Rudd I (ALP),,366,,,,20,20,0.0,0.0,100.0,100.0,,,55.3,55.3,1,,,ALP,social1,left,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,Rudd I (ALP),,0,,,,20,20,0.0,0.0,100.0,100.0,,,55.3,55.3,1,,,ALP,social1,left,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
